State,Year,(R01) Total Revenue,(E001) Total Expenditure,(E065) Total Highways-Dir Exp,(E066) Total Highways-Cur Op,(E067) Total Highways-Cap Out,(E068) Regular Hwy-Direct Exp,(E069) Regular Hwy-Cur Oper (E44),(E070) Regular Hwy-Cap Outlay,(E071) Toll Hwy-Total Expend,(E072) Toll Hwy-Current Oper (E45),(E073) Toll Hwy-Cap Outlay
New Jersey,1994,1.0398,1,0.0556,0.0216,0.0341,0.0422,0.0136,0.0286,0.0134,0.008,0.0055
New Jersey,1995,1.0096,1,0.0573,0.02,0.0373,0.0449,0.0126,0.0323,0.0124,0.0075,0.005
New Jersey,1996,1.0944,1,0.0525,0.0225,0.03,0.0419,0.015,0.0269,0.0107,0.0075,0.0032
New Jersey,1997,1.1179,1,0.0514,0.0227,0.0287,0.0421,0.0155,0.0266,0.0093,0.0072,0.0021
New Jersey,1998,1.1096,1,0.0518,0.0221,0.0296,0.0439,0.0156,0.0284,0.0078,0.0066,0.0013
New Jersey,1999,1.1533,1,0.0466,0.0224,0.0242,0.038,0.0159,0.0221,0.0087,0.0066,0.0021
New Jersey,2000,1.1418,1,0.0429,0.0227,0.0201,0.0356,0.0162,0.0195,0.0072,0.0066,0.0006
New Jersey,2002,0.8529,1,0.0461,0.0187,0.0274,0.0372,0.0124,0.0248,0.0089,0.0064,0.0026
New Jersey,2004,1.016,1,0.0427,0.0181,0.0246,0.0305,0.0127,0.0179,0.0121,0.0054,0.0067
New Jersey,2005,1.0077,1,0.04,0.0192,0.0208,0.0267,0.0107,0.016,0.0134,0.0085,0.0049
New Jersey,2006,1.0083,1,0.0421,0.0192,0.0229,0.0274,0.0102,0.0172,0.0147,0.009,0.0057
New Jersey,2007,1.0943,1,0.0404,0.0175,0.0229,0.0292,0.0093,0.0199,0.0111,0.0082,0.003
New Jersey,2008,0.9372,1,0.0409,0.0178,0.0231,0.0294,0.0091,0.0203,0.0115,0.0087,0.0028
New Jersey,2009,0.7787,1,0.0385,0.0167,0.0217,0.027,0.0088,0.0182,0.0115,0.008,0.0035
New Jersey,2010,0.9716,1,0.039,0.0157,0.0233,0.0267,0.0082,0.0185,0.0123,0.0075,0.0048
New Jersey,2011,1.039,1,0.0433,0.0156,0.0277,0.0278,0.0082,0.0195,0.0155,0.0073,0.0082
New Jersey,2012,0.929,1,0.0405,0.0149,0.0255,0.0239,0.0079,0.0161,0.0165,0.0071,0.0095
New Jersey,2013,1.0034,1,0.0413,0.0141,0.0272,0.0232,0.0072,0.0159,0.0181,0.0069,0.0112
New Jersey,2014,1.0543,1,0.0449,0.015,0.0299,0.0268,0.0084,0.0184,0.0182,0.0066,0.0116
New Jersey,2015,0.9889,1,0.0428,0.0156,0.0272,0.0268,0.0086,0.0182,0.0161,0.007,0.009
New Jersey,2016,0.9454,1,0.0426,0.0157,0.0269,0.0264,0.0083,0.0181,0.0162,0.0074,0.0089
New Jersey,2017,1.0665,1,0.0418,0.0158,0.0261,0.0245,0.0077,0.0168,0.0173,0.008,0.0093
New Mexico,1977,1.1397,1,0.0981,0.0498,0.0483,0.0981,0.0498,0.0483,0,0,0
New Mexico,1978,1.2091,1,0.1086,0.0544,0.0541,0.1086,0.0544,0.0541,0,0,0
New Mexico,1979,1.1359,1,0.1211,0.049,0.0721,0.1211,0.049,0.0721,0,0,0
New Mexico,1980,1.1808,1,0.1065,0.0389,0.0675,0.1065,0.0389,0.0675,0,0,0
New Mexico,1981,1.2562,1,0.1018,0.0476,0.0542,0.1018,0.0476,0.0542,0,0,0
New Mexico,1982,1.1789,1,0.112,0.042,0.0701,0.112,0.042,0.0701,0,0,0
New Mexico,1983,1.1993,1,0.1113,0.0416,0.0697,0.1113,0.0416,0.0697,0,0,0
New Mexico,1984,1.2753,1,0.1128,0.0398,0.0729,0.1128,0.0398,0.0729,0,0,0
New Mexico,1985,1.1866,1,0.1011,0.0443,0.0569,0.1011,0.0443,0.0569,0,0,0
New Mexico,1986,1.175,1,0.0981,0.043,0.0551,0.0981,0.043,0.0551,0,0,0
New Mexico,1987,1.143,1,0.1063,0.0387,0.0676,0.1063,0.0387,0.0676,0,0,0
New Mexico,1988,1.1307,1,0.0944,0.0295,0.0649,0.0944,0.0295,0.0649,0,0,0
New Mexico,1989,1.1533,1,0.1067,0.0383,0.0685,0.1067,0.0383,0.0685,0,0,0
New Mexico,1990,1.1322,1,0.0895,0.0288,0.0607,0.0895,0.0288,0.0607,0,0,0
New Mexico,1991,1.1114,1,0.0824,0.0283,0.0541,0.0824,0.0283,0.0541,0,0,0
New Mexico,1992,1.0567,1,0.1108,0.0671,0.0437,0.1108,0.0671,0.0437,0,0,0
New Mexico,1993,1.0604,1,0.1338,0.07,0.0638,0.1338,0.07,0.0638,0,0,0
New Mexico,1994,1.084,1,0.1183,0.075,0.0433,0.1183,0.075,0.0433,0,0,0
New Mexico,1995,1.0535,1,0.1091,0.0765,0.0326,0.1091,0.0765,0.0326,0,0,0
New Mexico,1996,1.1801,1,0.0975,0.0663,0.0313,0.0975,0.0663,0.0313,0,0,0
New Mexico,1997,1.1101,1,0.091,0.0617,0.0293,0.091,0.0617,0.0293,0,0,0
New Mexico,1998,1.1733,1,0.109,0.0757,0.0333,0.109,0.0757,0.0333,0,0,0
New Mexico,1999,1.0624,1,0.107,0.0748,0.0322,0.107,0.0748,0.0322,0,0,0
New Mexico,2000,1.1677,1,0.0951,0.0644,0.0306,0.0951,0.0644,0.0306,0,0,0
New Mexico,2002,0.9066,1,0.0901,0.053,0.0371,0.0901,0.053,0.0371,0,0,0
New Mexico,2004,1.0625,1,0.0583,0.0334,0.0249,0.0583,0.0334,0.0249,0,0,0
New Mexico,2005,1.0797,1,0.063,0.0333,0.0296,0.063,0.0333,0.0296,0,0,0
New Mexico,2006,1.1364,1,0.0735,0.0419,0.0316,0.0735,0.0419,0.0316,0,0,0
New Mexico,2007,1.1568,1,0.0731,0.0299,0.0432,0.0731,0.0299,0.0432,0,0,0
New Mexico,2008,0.8407,1,0.061,0.0255,0.0355,0.061,0.0255,0.0355,0,0,0
New Mexico,2009,0.6699,1,0.0666,0.0237,0.0429,0.0666,0.0237,0.0429,0,0,0
New Mexico,2010,0.9833,1,0.0552,0.0202,0.0349,0.0552,0.0202,0.0349,0,0,0
New Mexico,2011,1.101,1,0.0538,0.0204,0.0334,0.0538,0.0204,0.0334,0,0,0
New Mexico,2012,0.9344,1,0.0489,0.0198,0.0291,0.0489,0.0198,0.0291,0,0,0
New Mexico,2013,1.0663,1,0.0509,0.0208,0.0301,0.0509,0.0208,0.0301,0,0,0
New Mexico,2014,1.1585,1,0.0495,0.0214,0.0281,0.0495,0.0214,0.0281,0,0,0
New Mexico,2015,1.0105,1,0.056,0.019,0.037,0.0559,0.0189,0.037,0.0001,0,0
New Mexico,2016,0.9917,1,0.0416,0.0193,0.0223,0.0412,0.0192,0.0221,0.0004,0.0002,0.0002
New Mexico,2017,1.0728,1,0.0366,0.0188,0.0178,0.0362,0.0186,0.0176,0.0004,0.0002,0.0002
New York,1977,1.0349,1,0.038,0.0234,0.0146,0.0349,0.0209,0.014,0.0031,0.0025,0.0006
New York,1978,1.0562,1,0.0428,0.0247,0.0181,0.0394,0.0221,0.0174,0.0033,0.0026,0.0007
New York,1979,1.0727,1,0.0484,0.0251,0.0233,0.045,0.0224,0.0226,0.0033,0.0027,0.0007
New York,1980,1.058,1,0.0472,0.024,0.0232,0.0439,0.0215,0.0223,0.0033,0.0024,0.0009
New York,1981,1.0498,1,0.0512,0.0226,0.0286,0.0474,0.02,0.0273,0.0039,0.0026,0.0013
New York,1982,1.0454,1,0.0459,0.0245,0.0214,0.0425,0.0221,0.0205,0.0034,0.0024,0.001
New York,1983,1.0614,1,0.0481,0.0256,0.0225,0.0442,0.0228,0.0214,0.0039,0.0028,0.0011
New York,1984,1.0824,1,0.0439,0.0237,0.0202,0.0404,0.021,0.0194,0.0036,0.0027,0.0009
New York,1985,1.0994,1,0.0456,0.0228,0.0228,0.0418,0.0204,0.0214,0.0038,0.0024,0.0014
New York,1986,1.1254,1,0.0472,0.023,0.0242,0.0436,0.0206,0.023,0.0036,0.0024,0.0012
New York,1987,1.112,1,0.0457,0.0218,0.0239,0.0419,0.0195,0.0225,0.0037,0.0023,0.0014
New York,1988,1.0767,1,0.0441,0.021,0.0231,0.0405,0.0187,0.0218,0.0036,0.0023,0.0012
New York,1989,1.0335,1,0.0453,0.0214,0.0239,0.041,0.0186,0.0224,0.0043,0.0028,0.0015
New York,1990,1.0133,1,0.0447,0.0208,0.024,0.0401,0.0179,0.0223,0.0046,0.0029,0.0017
New York,1991,0.9624,1,0.0449,0.0197,0.0253,0.0399,0.0168,0.0231,0.0051,0.0029,0.0022
New York,1992,1.0187,1,0.0411,0.0186,0.0225,0.0358,0.0156,0.0202,0.0052,0.003,0.0022
New York,1993,1.0064,1,0.0383,0.0183,0.02,0.0341,0.0155,0.0186,0.0042,0.0028,0.0014
New York,1994,0.9976,1,0.042,0.0181,0.0239,0.0358,0.0152,0.0207,0.0061,0.0029,0.0033
New York,1995,1.0265,1,0.0413,0.0167,0.0245,0.036,0.014,0.022,0.0052,0.0027,0.0025
New York,1996,1.0629,1,0.0409,0.017,0.0239,0.0353,0.0142,0.0211,0.0056,0.0028,0.0028
New York,1997,1.0775,1,0.0409,0.0167,0.0242,0.0349,0.0136,0.0213,0.006,0.0031,0.0029
New York,1998,1.1148,1,0.0405,0.0168,0.0237,0.0353,0.0138,0.0215,0.0052,0.0031,0.0021
New York,1999,1.0706,1,0.0407,0.0156,0.0251,0.0353,0.0126,0.0227,0.0054,0.003,0.0024
New York,2000,1.0992,1,0.0398,0.0154,0.0244,0.0345,0.0124,0.022,0.0053,0.0029,0.0024
New York,2002,0.8612,1,0.0356,0.0149,0.0208,0.0312,0.012,0.0193,0.0044,0.0029,0.0015
New York,2004,1.0323,1,0.0374,0.0154,0.022,0.0321,0.0123,0.0198,0.0053,0.0031,0.0022
New York,2005,1.0345,1,0.0389,0.0152,0.0237,0.0329,0.0121,0.0208,0.006,0.0031,0.003
New York,2006,1.1155,1,0.0365,0.0158,0.0207,0.0306,0.0127,0.0179,0.0059,0.0031,0.0028
New York,2007,1.1647,1,0.0377,0.0152,0.0225,0.0308,0.0121,0.0187,0.0069,0.0031,0.0038
New York,2008,0.9231,1,0.037,0.016,0.021,0.0299,0.0125,0.0174,0.0071,0.0035,0.0036
New York,2009,0.6306,1,0.037,0.0165,0.0205,0.0305,0.013,0.0175,0.0065,0.0035,0.003
New York,2010,1.062,1,0.0361,0.0155,0.0205,0.0298,0.0124,0.0174,0.0063,0.0032,0.0031
New York,2011,1.0788,1,0.0369,0.0159,0.0209,0.0283,0.0117,0.0166,0.0085,0.0042,0.0043
New York,2012,0.9762,1,0.0339,0.0149,0.0189,0.0271,0.0108,0.0163,0.0068,0.0041,0.0026
New York,2013,1.0631,1,0.0317,0.0138,0.0178,0.0244,0.0098,0.0147,0.0072,0.004,0.0032
New York,2014,1.1625,1,0.0337,0.015,0.0186,0.0239,0.0108,0.0131,0.0098,0.0042,0.0055
New York,2015,1.0595,1,0.0348,0.0154,0.0194,0.0231,0.011,0.0121,0.0117,0.0043,0.0073
New York,2016,1.0035,1,0.0359,0.0148,0.0211,0.0239,0.0106,0.0133,0.012,0.0043,0.0077
New York,2017,1.0982,1,0.0343,0.0139,0.0205,0.0228,0.0096,0.0132,0.0115,0.0043,0.0072
North Carolina,1977,1.0657,1,0.0781,0.0177,0.0604,0.0769,0.0165,0.0604,0.0012,0.0012,0
North Carolina,1978,1.0663,1,0.091,0.0351,0.0559,0.0902,0.0343,0.0559,0.0008,0.0008,0
North Carolina,1979,1.0094,1,0.0817,0.0279,0.0538,0.0809,0.027,0.0538,0.0009,0.0009,0
North Carolina,1980,1.0447,1,0.0793,0.0326,0.0466,0.0785,0.032,0.0466,0.0008,0.0007,0.0001
North Carolina,1981,1.0178,1,0.0644,0.035,0.0294,0.0636,0.0343,0.0293,0.0008,0.0007,0.0001
North Carolina,1982,1.037,1,0.0588,0.0366,0.0222,0.058,0.0358,0.0222,0.0008,0.0008,0
North Carolina,1983,1.0608,1,0.0615,0.0371,0.0244,0.0606,0.0363,0.0243,0.0009,0.0008,0.0002
North Carolina,1984,1.1153,1,0.0633,0.0381,0.0252,0.0624,0.0374,0.025,0.0009,0.0007,0.0002
North Carolina,1985,1.0991,1,0.0674,0.0378,0.0296,0.0666,0.0371,0.0295,0.0008,0.0007,0.0001
North Carolina,1986,1.08,1,0.0634,0.0366,0.0267,0.0626,0.0359,0.0266,0.0008,0.0007,0.0001
North Carolina,1987,1.0976,1,0.0615,0.0348,0.0266,0.0607,0.0341,0.0265,0.0008,0.0007,0.0001
North Carolina,1988,1.0845,1,0.0671,0.0332,0.0338,0.0662,0.0325,0.0336,0.0009,0.0007,0.0002
North Carolina,1989,1.063,1,0.0645,0.0342,0.0303,0.0636,0.0335,0.0301,0.0009,0.0007,0.0002
North Carolina,1990,1.0427,1,0.068,0.0316,0.0364,0.067,0.0309,0.0362,0.0009,0.0007,0.0002
North Carolina,1991,1.0026,1,0.0642,0.0316,0.0326,0.0633,0.0308,0.0325,0.0009,0.0008,0.0001
North Carolina,1992,1.0524,1,0.0613,0.0298,0.0315,0.0605,0.0291,0.0314,0.0008,0.0007,0.0001
North Carolina,1993,1.0677,1,0.061,0.0311,0.0299,0.0604,0.0305,0.0299,0.0006,0.0006,0
North Carolina,1994,1.0858,1,0.0628,0.0313,0.0315,0.0621,0.0307,0.0313,0.0007,0.0006,0.0002
North Carolina,1995,1.063,1,0.0601,0.0278,0.0323,0.0593,0.0272,0.0321,0.0007,0.0006,0.0002
North Carolina,1996,1.0561,1,0.0565,0.0191,0.0374,0.0559,0.0186,0.0374,0.0006,0.0006,0
North Carolina,1997,1.0773,1,0.0578,0.0217,0.0362,0.0577,0.0216,0.0361,0.0001,0.0001,0
North Carolina,1998,1.2195,1,0.0589,0.0236,0.0353,0.0583,0.0231,0.0353,0.0005,0.0005,0
North Carolina,1999,1.1629,1,0.0595,0.023,0.0365,0.059,0.0225,0.0365,0.0005,0.0005,0
North Carolina,2000,1.0955,1,0.0572,0.023,0.0341,0.0567,0.0225,0.0341,0.0005,0.0005,0
North Carolina,2002,0.9375,1,0.0582,0.021,0.0372,0.0578,0.0206,0.0372,0.0004,0.0004,0
North Carolina,2004,1.1194,1,0.0612,0.0241,0.0371,0.0608,0.0237,0.0371,0.0004,0.0004,0
North Carolina,2005,1.0788,1,0.0591,0.023,0.0361,0.0586,0.0226,0.0361,0.0005,0.0005,0
North Carolina,2006,1.0782,1,0.0528,0.0227,0.0301,0.0523,0.0222,0.0301,0.0005,0.0005,0
North Carolina,2007,1.1281,1,0.0496,0.0219,0.0277,0.0487,0.021,0.0277,0.0009,0.0009,0
North Carolina,2008,1.0686,1,0.0494,0.0219,0.0276,0.0488,0.0213,0.0275,0.0006,0.0006,0
North Carolina,2009,0.7565,1,0.0428,0.0182,0.0246,0.0422,0.0177,0.0246,0.0006,0.0005,0
North Carolina,2010,1.0843,1,0.0422,0.0189,0.0233,0.0417,0.0184,0.0232,0.0006,0.0005,0.0001
North Carolina,2011,1.1595,1,0.0473,0.0203,0.0269,0.0468,0.0198,0.0269,0.0005,0.0005,0
North Carolina,2012,0.9977,1,0.0464,0.0178,0.0286,0.0459,0.0173,0.0285,0.0005,0.0005,0
North Carolina,2013,1.0756,1,0.047,0.0178,0.0292,0.0464,0.0172,0.0292,0.0006,0.0006,0
North Carolina,2014,1.1357,1,0.0494,0.0186,0.0309,0.0488,0.018,0.0308,0.0007,0.0005,0.0001
North Carolina,2015,1.0301,1,0.0472,0.0178,0.0295,0.0466,0.0173,0.0293,0.0007,0.0005,0.0002
North Carolina,2016,1.0155,1,0.0479,0.0166,0.0313,0.0473,0.0161,0.0311,0.0007,0.0005,0.0002
North Carolina,2017,1.1393,1,0.0541,0.0174,0.0367,0.0533,0.0167,0.0366,0.0009,0.0007,0.0002
North Dakota,1977,1.0476,1,0.1585,0.0622,0.0963,0.1585,0.0622,0.0963,0,0,0
North Dakota,1978,1.0801,1,0.143,0.0568,0.0862,0.143,0.0568,0.0862,0,0,0
North Dakota,1979,1.0304,1,0.1592,0.0544,0.1049,0.1592,0.0544,0.1049,0,0,0
North Dakota,1980,1.0664,1,0.1525,0.0555,0.097,0.1525,0.0555,0.097,0,0,0
North Dakota,1981,1.1698,1,0.1299,0.0531,0.0768,0.1299,0.0531,0.0768,0,0,0
North Dakota,1982,1.114,1,0.1245,0.0589,0.0656,0.1245,0.0589,0.0656,0,0,0
North Dakota,1983,1.0766,1,0.1094,0.0539,0.0554,0.1094,0.0539,0.0554,0,0,0
North Dakota,1984,1.1229,1,0.1318,0.0573,0.0745,0.1318,0.0573,0.0745,0,0,0
North Dakota,1985,1.0904,1,0.136,0.0548,0.0812,0.136,0.0548,0.0812,0,0,0
North Dakota,1986,1.051,1,0.1201,0.0552,0.065,0.1201,0.0552,0.065,0,0,0
North Dakota,1987,1.0045,1,0.1071,0.0513,0.0558,0.1071,0.0513,0.0558,0,0,0
North Dakota,1988,1.0483,1,0.1151,0.048,0.0672,0.1151,0.048,0.0672,0,0,0
North Dakota,1989,1.0271,1,0.108,0.049,0.059,0.108,0.049,0.059,0,0,0
North Dakota,1990,1.0369,1,0.1048,0.0505,0.0544,0.1048,0.0505,0.0544,0,0,0
North Dakota,1991,1.0838,1,0.1016,0.0484,0.0531,0.1016,0.0484,0.0531,0,0,0
North Dakota,1992,1.0043,1,0.1055,0.0493,0.0562,0.1055,0.0493,0.0562,0,0,0
North Dakota,1993,1.0467,1,0.0954,0.048,0.0474,0.0954,0.048,0.0474,0,0,0
North Dakota,1994,1.0828,1,0.1032,0.0484,0.0548,0.1032,0.0484,0.0548,0,0,0
North Dakota,1995,1.0847,1,0.1138,0.0518,0.0619,0.1138,0.0518,0.0619,0,0,0
North Dakota,1996,1.1627,1,0.0952,0.049,0.0462,0.0952,0.049,0.0462,0,0,0
North Dakota,1997,1.1499,1,0.0876,0.0511,0.0364,0.0876,0.0511,0.0364,0,0,0
North Dakota,1998,1.1806,1,0.1158,0.0527,0.0631,0.1158,0.0527,0.0631,0,0,0
North Dakota,1999,1.0814,1,0.1091,0.0611,0.048,0.1091,0.0611,0.048,0,0,0
North Dakota,2000,1.1124,1,0.1114,0.0451,0.0663,0.1114,0.0451,0.0663,0,0,0
North Dakota,2002,1.0086,1,0.1099,0.0493,0.0606,0.1099,0.0493,0.0606,0,0,0
North Dakota,2004,1.4373,1,0.1104,0.0492,0.0611,0.1104,0.0492,0.0611,0,0,0
North Dakota,2005,1.0928,1,0.1089,0.0414,0.0675,0.1089,0.0414,0.0675,0,0,0
North Dakota,2006,1.1718,1,0.1164,0.0415,0.0749,0.1164,0.0415,0.0749,0,0,0
North Dakota,2007,1.2148,1,0.1135,0.0415,0.072,0.1135,0.0415,0.072,0,0,0
North Dakota,2008,1.1723,1,0.11,0.0408,0.0693,0.11,0.0408,0.0693,0,0,0
North Dakota,2009,0.9897,1,0.1157,0.047,0.0687,0.1157,0.047,0.0687,0,0,0
North Dakota,2010,1.1696,1,0.1258,0.0521,0.0737,0.1258,0.0521,0.0737,0,0,0
North Dakota,2011,1.3445,1,0.1355,0.0566,0.079,0.1355,0.0565,0.079,0,0,0
North Dakota,2012,1.189,1,0.1656,0.0561,0.1095,0.1656,0.0561,0.1095,0,0,0
North Dakota,2013,1.3511,1,0.1583,0.0498,0.1084,0.1583,0.0498,0.1084,0,0,0
North Dakota,2014,1.347,1,0.1825,0.0575,0.125,0.1825,0.0575,0.125,0,0,0
North Dakota,2015,1.2194,1,0.1651,0.0523,0.1128,0.1641,0.0518,0.1123,0.001,0.0006,0.0005
North Dakota,2016,0.9197,1,0.168,0.0577,0.1103,0.1678,0.0575,0.1103,0.0002,0.0002,0
North Dakota,2017,1.0062,1,0.1611,0.0647,0.0964,0.1591,0.0627,0.0964,0.002,0.002,0
Ohio,1977,1.0377,1,0.0659,0.0323,0.0336,0.0641,0.031,0.033,0.0018,0.0012,0.0006
Ohio,1978,1.0696,1,0.0673,0.0337,0.0337,0.0653,0.0323,0.0329,0.0021,0.0013,0.0008
Ohio,1979,1.1005,1,0.0672,0.0313,0.0358,0.0652,0.0299,0.0353,0.0019,0.0014,0.0005
Ohio,1980,1.0369,1,0.0628,0.0285,0.0343,0.0608,0.0272,0.0336,0.0019,0.0013,0.0007
Ohio,1981,1.037,1,0.0567,0.0295,0.0271,0.0547,0.0284,0.0263,0.002,0.0011,0.0008
Ohio,1982,1.0678,1,0.0559,0.0307,0.0252,0.0538,0.0295,0.0243,0.0021,0.0012,0.0009
Ohio,1983,1.1145,1,0.057,0.0314,0.0255,0.0549,0.0302,0.0246,0.0021,0.0012,0.0009
Ohio,1984,1.1191,1,0.0717,0.0314,0.0403,0.0692,0.0302,0.039,0.0024,0.0012,0.0012
Ohio,1985,1.1528,1,0.0627,0.0317,0.031,0.0597,0.0306,0.0292,0.003,0.0011,0.0018
Ohio,1986,1.1566,1,0.0647,0.0315,0.0332,0.0621,0.0303,0.0317,0.0026,0.0011,0.0015
Ohio,1987,1.1483,1,0.0603,0.0312,0.0291,0.0581,0.0301,0.028,0.0022,0.0011,0.0011
Ohio,1988,1.1258,1,0.06,0.0284,0.0316,0.0574,0.0274,0.03,0.0027,0.0011,0.0016
Ohio,1989,1.1341,1,0.057,0.0279,0.0291,0.0546,0.0268,0.0278,0.0024,0.0011,0.0014
Ohio,1990,1.1051,1,0.0555,0.0271,0.0285,0.053,0.026,0.0271,0.0025,0.0011,0.0014
Ohio,1991,1.1002,1,0.0595,0.0263,0.0332,0.0573,0.0253,0.032,0.0022,0.001,0.0011
Ohio,1992,1.0838,1,0.0587,0.0248,0.034,0.0566,0.0238,0.0328,0.0021,0.001,0.0011
Ohio,1993,1.1597,1,0.0541,0.0241,0.03,0.0523,0.0232,0.0291,0.0018,0.0009,0.0009
Ohio,1994,1.1515,1,0.0525,0.0237,0.0287,0.0508,0.0228,0.028,0.0017,0.0009,0.0008
Ohio,1995,1.1664,1,0.0528,0.0246,0.0283,0.0507,0.0235,0.0272,0.0022,0.0011,0.0011
Ohio,1996,1.1726,1,0.0512,0.0259,0.0254,0.049,0.0246,0.0243,0.0023,0.0012,0.001
Ohio,1997,1.163,1,0.0547,0.0252,0.0295,0.051,0.0241,0.0269,0.0037,0.0011,0.0026
Ohio,1998,1.1726,1,0.0551,0.024,0.0311,0.0508,0.0229,0.0279,0.0043,0.0011,0.0032
Ohio,1999,1.1832,1,0.056,0.0235,0.0325,0.0517,0.0224,0.0293,0.0043,0.0011,0.0032
Ohio,2000,1.1704,1,0.0577,0.0232,0.0345,0.0542,0.022,0.0322,0.0035,0.0012,0.0023
Ohio,2002,0.8779,1,0.0506,0.0227,0.0279,0.0476,0.0216,0.0259,0.003,0.0011,0.002
Ohio,2004,1.1774,1,0.0458,0.0213,0.0245,0.044,0.0202,0.0238,0.0019,0.0011,0.0008
Ohio,2005,1.1144,1,0.0479,0.022,0.0259,0.0462,0.0209,0.0252,0.0018,0.0011,0.0007
Ohio,2006,1.1111,1,0.0476,0.0217,0.0258,0.046,0.0206,0.0253,0.0016,0.0011,0.0005
Ohio,2007,1.2146,1,0.047,0.0212,0.0258,0.0455,0.0201,0.0253,0.0015,0.001,0.0005
Ohio,2008,0.982,1,0.0463,0.0214,0.025,0.0446,0.0203,0.0243,0.0017,0.0011,0.0006
Ohio,2009,0.5549,1,0.0457,0.0217,0.024,0.0441,0.0206,0.0235,0.0016,0.0011,0.0006
Ohio,2010,1.083,1,0.0423,0.0193,0.0229,0.0406,0.0183,0.0223,0.0017,0.001,0.0007
Ohio,2011,1.1465,1,0.0435,0.0204,0.0231,0.0418,0.0194,0.0223,0.0017,0.001,0.0007
Ohio,2012,0.9601,1,0.0471,0.0202,0.0269,0.0444,0.0192,0.0252,0.0027,0.001,0.0017
Ohio,2013,1.1177,1,0.0451,0.0193,0.0259,0.0425,0.0183,0.0242,0.0027,0.001,0.0016
Ohio,2014,1.1563,1,0.046,0.0188,0.0272,0.0432,0.0179,0.0253,0.0028,0.001,0.0019
Ohio,2015,1.0153,1,0.0485,0.0203,0.0281,0.0459,0.0194,0.0265,0.0026,0.0009,0.0016
Ohio,2016,0.9356,1,0.0477,0.0195,0.0283,0.0453,0.0186,0.0267,0.0024,0.0009,0.0015
Ohio,2017,1.0902,1,0.0469,0.018,0.0289,0.0438,0.017,0.0269,0.003,0.001,0.002
Oklahoma,1977,1.0683,1,0.0944,0.0489,0.0455,0.0923,0.0468,0.0455,0.0021,0.0021,0
Oklahoma,1978,1.1228,1,0.0923,0.0482,0.044,0.0903,0.0463,0.044,0.0019,0.0019,0
Oklahoma,1979,1.0698,1,0.0963,0.0478,0.0485,0.0943,0.0458,0.0484,0.002,0.0019,0
Oklahoma,1980,1.0416,1,0.0931,0.0432,0.0499,0.0912,0.0415,0.0497,0.0019,0.0017,0.0002
Oklahoma,1981,1.0804,1,0.0942,0.0439,0.0503,0.0925,0.0422,0.0503,0.0017,0.0017,0
Oklahoma,1982,1.0982,1,0.0774,0.041,0.0364,0.0757,0.0393,0.0363,0.0017,0.0017,0
Oklahoma,1983,1.031,1,0.0864,0.0425,0.0438,0.0844,0.0407,0.0437,0.0019,0.0018,0.0001
Oklahoma,1984,1.0395,1,0.0776,0.0399,0.0376,0.0761,0.0385,0.0376,0.0014,0.0014,0
Oklahoma,1985,1.0824,1,0.0809,0.0397,0.0413,0.0793,0.038,0.0413,0.0017,0.0017,0
Oklahoma,1986,1.0357,1,0.0814,0.037,0.0443,0.0798,0.0355,0.0443,0.0016,0.0016,0
Oklahoma,1987,1.0242,1,0.0779,0.0357,0.0422,0.0764,0.0343,0.0422,0.0015,0.0014,0
Oklahoma,1988,1.0859,1,0.0811,0.0351,0.046,0.0794,0.0334,0.046,0.0016,0.0016,0
Oklahoma,1989,1.0976,1,0.082,0.0377,0.0443,0.0796,0.0362,0.0434,0.0025,0.0016,0.0009
Oklahoma,1990,1.0829,1,0.0797,0.0398,0.04,0.0772,0.038,0.0391,0.0026,0.0017,0.0008
Oklahoma,1991,1.0432,1,0.0861,0.0356,0.0505,0.0707,0.0339,0.0368,0.0154,0.0017,0.0136
Oklahoma,1992,1.012,1,0.0815,0.0331,0.0484,0.0648,0.031,0.0339,0.0167,0.0022,0.0145
Oklahoma,1993,1.0316,1,0.0662,0.0328,0.0334,0.0608,0.0305,0.0304,0.0054,0.0023,0.0031
Oklahoma,1994,1.0674,1,0.0633,0.0317,0.0316,0.0589,0.0292,0.0297,0.0044,0.0025,0.0019
Oklahoma,1995,1.033,1,0.0638,0.0307,0.033,0.0586,0.0283,0.0303,0.0051,0.0024,0.0027
Oklahoma,1996,1.1052,1,0.0696,0.0313,0.0383,0.0635,0.0289,0.0346,0.0061,0.0024,0.0037
Oklahoma,1997,1.1375,1,0.0665,0.0315,0.035,0.0613,0.0292,0.032,0.0052,0.0023,0.003
Oklahoma,1998,1.181,1,0.0681,0.0322,0.0358,0.0635,0.0301,0.0334,0.0045,0.0021,0.0024
Oklahoma,1999,1.1121,1,0.0716,0.0314,0.0402,0.0649,0.0291,0.0358,0.0067,0.0022,0.0044
Oklahoma,2000,1.1753,1,0.0879,0.0331,0.0548,0.0695,0.0307,0.0389,0.0184,0.0025,0.0159
Oklahoma,2002,0.9223,1,0.0743,0.0296,0.0447,0.0616,0.0274,0.0342,0.0127,0.0022,0.0105
Oklahoma,2004,1.1491,1,0.0617,0.0305,0.0312,0.0579,0.0281,0.0298,0.0038,0.0024,0.0013
Oklahoma,2005,1.1138,1,0.06,0.0327,0.0273,0.0557,0.0303,0.0253,0.0044,0.0024,0.002
